Mount Goldsworthy | Lat: -20.613828, Lon: 120.304281 | 218.25m
Mount Keith | Lat: -27.209570, Lon: 120.556242 | 494.42m
Mount Marion | Lat: -31.080878, Lon: 121.433796 | 386.3m
Mount Monger | Lat: -31.014824, Lon: 121.923271 | 365.78m
Mount Newman | Lat: -23.359087, Lon: 119.679359 | 474.96m
Mount Thorley Warkworth | Lat: -32.615713, Lon: 151.098990 | 142.83m
Mountain Laurel | Lat: 37.910140, Lon: -81.804673 | 364.12m
Mponeng | Lat: -26.436935, Lon: 27.431574 | 1567.53m
MRN Porto Trombetas | Lat: -1.676167, Lon: -56.414755 | 13.32m
Mt Magnet | Lat: -28.027353, Lon: 117.816817 | 480.36m
Mt Muro | Lat: -0.012222, Lon: 114.000000 | 371.91m
Mt Owen/Glendell | Lat: -32.412398, Lon: 151.091640 | 112.85m
Mt Sterling | Lat: 37.751943, Lon: -82.340621 | 335.83m
Mulia/Jumbang | Lat: -3.878691, Lon: 115.109506 | -6.0m
Murowa | Lat: -20.498214, Lon: 30.403957 | 1058.98m
Musselwhite | Lat: 52.611544, Lon: -90.366325 | 256.68m
Muswellbrook | Lat: -32.251145, Lon: 150.944762 | 219.55m
Myuna | Lat: -33.063457, Lon: 151.569115 | 30.05m
Namakwa Sands | Lat: -31.272544, Lon: 17.902499 | 46.08m
Namakwa Sands Smelter | Lat: -32.964732, Lon: 18.044387 | 29.3m
Narrabri | Lat: -30.519419, Lon: 149.895207 | 277.83m
Navachab | Lat: -21.983841, Lon: 15.765853 | 1204.36m
Neryungrinsky | Lat: 56.713362, Lon: 124.596488 | 999.26m
New Clydesdale | Lat: -26.135608, Lon: 29.316250 | 1564.96m
New Denmark | Lat: -26.740708, Lon: 29.353190 | 1588.07m
New Vaal | Lat: -26.730031, Lon: 27.960925 | 1476.08m
Neyveli I | Lat: 11.572318, Lon: 79.504101 | 39.27m
Neyveli IA | Lat: 11.570723, Lon: 79.526183 | 35.93m
Neyveli II | Lat: 11.520862, Lon: 79.476057 | 51.46m
Nickel West Kwinana refinery | Lat: -32.253179, Lon: 115.768190 | 5.27m
Nikkelverk | Lat: 58.138424, Lon: 7.971501 | 26.01m
Nkomati | Lat: -25.723441, Lon: 30.593748 | 1612.67m
Nooitgedacht | Lat: -25.741105, Lon: 29.791624 | 1619.05m
Nordenhamer Zinkhuette | Lat: 53.506784, Lon: 8.510069 | -1.11m
Nornickel Kola Peninsula | Lat: 69.406943, Lon: 30.791319 | 229.34m
North Antelope Rochelle | Lat: 43.530668, Lon: -105.283292 | 1412.74m
North Block Complex | Lat: -25.692598, Lon: 30.014335 | 1612.67m
North Eastern Coalfields | Lat: 27.268225, Lon: 95.724403 | 464.15m
North Mara | Lat: -1.467039, Lon: 34.510612 | 1284.64m
Northern Star Kalgoorlie Operations | Lat: -30.706880, Lon: 121.223973 | 375.18m
Northparkes | Lat: -32.937806, Lon: 148.063662 | 311.83m
Novokuznetsk Aluminium Smelter | Lat: 53.776640, Lon: 87.242578 | 190.69m
Nueva Rosita Complex | Lat: 27.921501, Lon: -101.224976 | 399.37m
Odda | Lat: 60.092997, Lon: 6.532499 | 8.75m
Oktyabrskaya | Lat: 54.573816, Lon: 86.257420 | 193.99m
Olympic Dam | Lat: -30.446428, Lon: 136.870109 | 103.32m
Olzherassky | Lat: 53.833777, Lon: 88.136632 | 339.15m
Ombilin | Lat: -0.629487, Lon: 100.755585 | 1900.91m
Onca Puma | Lat: -6.574276, Lon: -51.092391 | 567.03m
Optimum | Lat: -26.005851, Lon: 29.612249 | 1606.24m
Orcopampa | Lat: -15.277190, Lon: -72.334200 | 3801.7m
Ouro Preto Ferroalloys plant | Lat: -20.419622, Lon: -43.551363 | 1311.37m
Oyu Tolgoi | Lat: 43.025420, Lon: 106.866503 | 1159.01m
Paddington | Lat: -30.491802, Lon: 121.351032 | 374.74m
Paint Creek | Lat: 38.069393, Lon: -81.453085 | 307.72m
Palmarejo | Lat: 27.391175, Lon: -108.408276 | 1228.22m
Pampa Norte | Lat: -22.791948, Lon: -69.266474 | 1721.61m
Panther | Lat: 36.946149, Lon: -83.001202 | 609.33m
Pantnagar | Lat: 29.035793, Lon: 79.395846 | 225.53m
Paragominas | Lat: -3.264917, Lon: -47.734172 | 112.68m
Paranam | Lat: 5.593836, Lon: -55.102544 | -2.0m
Paraopeba | Lat: -20.094008, Lon: -44.095100 | 1280.81m
Pattiki Complex | Lat: 38.067154, Lon: -88.096981 | 118.59m
Paulsens | Lat: -22.580182, Lon: 116.242811 | 172.89m
PBS Coal | Lat: 40.073417, Lon: -78.805638 | 763.57m
Pennsylvania Mining Complex | Lat: 39.973380, Lon: -80.412464 | 404.1m
Peranap | Lat: -0.607651, Lon: 101.911981 | 80.3m
Pering | Lat: -27.432689, Lon: 24.270210 | 1423.15m
Pervomaysky | Lat: 54.269451, Lon: 86.885540 | 312.14m
Petorca | Lat: -32.214371, Lon: -70.869432 | 1612.1m
Phil's Creek | Lat: -22.769008, Lon: 119.228221 | 655.28m
Pinjarra Alumina Refinery | Lat: -32.632511, Lon: 115.974517 | 232.21m
Pinnacle Complex | Lat: 37.547254, Lon: -81.496112 | 395.14m
Pinos Altos | Lat: 28.270556, Lon: -108.303056 | 2260.03m
Platinum Mile | Lat: -25.648294, Lon: 27.317879 | 1601.65m
Plutonic | Lat: -25.315710, Lon: 119.450735 | 593.84m
Point Lisas | Lat: 10.403811, Lon: -61.482501 | 4.27m
Polosukhinskaya | Lat: 53.921647, Lon: 87.324711 | 187.4m
Pongkor and Cibaliung | Lat: -6.660010, Lon: 106.568215 | 386.9m
Poondano | Lat: -20.453042, Lon: 118.834544 | 43.06m
Poracota | Lat: -15.247445, Lon: -72.530421 | 4960.61m
Presidente Vargas Steelworks | Lat: -22.512645, Lon: -44.113311 | 454.17m
Princeton | Lat: 37.296922, Lon: -81.059866 | 741.68m
Prokopyevsky | Lat: 53.945324, Lon: 86.629168 | 347.9m
Prominent Hill | Lat: -29.729713, Lon: 135.564667 | 204.53m
PT Adaro Indonesia | Lat: -2.306479, Lon: 115.505080 | 24.38m
PT Adimitra Baratama Nusantara | Lat: -0.690176, Lon: 117.259964 | -21.0m
PT Antang Gunung Meratus | Lat: -2.941437, Lon: 115.231565 | 45.51m
PT Atlas Resources Tbk | Lat: -2.508104, Lon: 103.153792 | 48.93m
PT Baramulti Suksessarana Tbk | Lat: -0.726150, Lon: 117.042742 | 32.16m
PT Barasentosa Lestari | Lat: -2.608871, Lon: 103.223801 | 36.65m
PT Bharinto Ekatama | Lat: -0.848944, Lon: 115.466683 | 110.33m
PT Borneo Indobara | Lat: -3.584365, Lon: 115.648243 | -14.0m
PT Gunungbayan Pratamacoal | Lat: -0.357246, Lon: 116.551311 | 76.76m
PT Indominco Mandiri | Lat: 0.148330, Lon: 117.292379 | 84.58m
PT Indomining | Lat: -0.676697, Lon: 117.262264 | -21.0m
PT Insani Baraperkasa | Lat: -0.440813, Lon: 117.091045 | 19.59m
PT Internasional Prima Coal | Lat: -0.641213, Lon: 117.185951 | -8.0m
PT Jorong Barutama Greston | Lat: -3.903117, Lon: 114.993104 | 2.95m
PT Kitadin | Lat: -0.320964, Lon: 117.086556 | 16.13m
PT Mahakam Sumber Jaya | Lat: -0.187140, Lon: 117.232466 | 74.3m
PT Multi Tambangjaya Utama | Lat: -1.638303, Lon: 115.214995 | 42.93m
PT Mustika Indah Permai | Lat: -3.799678, Lon: 103.407000 | 499.48m
PT Santan Batubara | Lat: -0.064842, Lon: 117.297318 | 106.31m
PT Smelting | Lat: -7.140553, Lon: 112.635945 | 6.55m
PT Triaryani | Lat: -2.487535, Lon: 103.120545 | 68.04m
PT Trisensa Mineral Utama | Lat: -0.698204, Lon: 117.122078 | 3.79m
PT Trubaindo Coal Mining | Lat: -0.549411, Lon: 115.706545 | 93.21m
PT Tuah Turangga Agung | Lat: -0.989287, Lon: 114.417412 | 95.78m
Puna | Lat: -22.694392, Lon: -66.497506 | 4067.02m
Punitaqui | Lat: -30.858486, Lon: -71.225753 | 846.82m
Quebrada Blanca | Lat: -21.003939, Lon: -68.801226 | 4177.46m
Quellaveco | Lat: -17.101969, Lon: -70.612130 | 3637.13m
Rampura Agucha | Lat: 25.831140, Lon: 74.741724 | 364.82m
Ras Al Khair Refinery | Lat: 27.520024, Lon: 49.170602 | -10.0m
Raspadskaya | Lat: 53.776456, Lon: 88.089960 | 317.8m
Raven | Lat: 37.384136, Lon: -82.823198 | 303.03m
Ravensworth Complex | Lat: -32.444346, Lon: 151.028147 | 77.97m
Rawhide Coal | Lat: 44.406063, Lon: -105.459396 | 1291.11m
Red Dog | Lat: 68.075556, Lon: -162.856111 | 280.79m
Reko Diq | Lat: 28.971916, Lon: 62.433028 | 882.0m
Remington | Lat: 38.083116, Lon: -81.512523 | 390.4m
Riestpruit | Lat: -26.133750, Lon: 29.205240 | 1579.35m
Rio Capim | Lat: -2.826035, Lon: -47.894327 | 42.96m
Rio Tuba | Lat: 8.570001, Lon: 117.418187 | -46.0m
Riola/Vermilion Grove | Lat: 39.934784, Lon: -87.657004 | 204.8m
River View Complex | Lat: 37.742983, Lon: -87.887950 | 117.81m
Riverdale | Lat: 41.653317, Lon: -87.634825 | 168.0m
Robe River | Lat: -21.759209, Lon: 116.248776 | 317.12m
Robinson Run | Lat: 39.405551, Lon: -80.330125 | 354.33m
Rocklick | Lat: 37.867222, Lon: -81.637742 | 455.96m
Rössing | Lat: -22.479013, Lon: 15.048008 | 551.67m
Rustenburg | Lat: -25.671381, Lon: 27.328298 | 1587.16m
Sadiola | Lat: 13.869528, Lon: -11.647074 | 193.02m
Sakura Ferroalloys | Lat: 3.544908, Lon: 113.351307 | -55.0m
Salek | Lat: 54.182769, Lon: 87.038016 | 307.62m
Salobo | Lat: -5.789411, Lon: -50.535309 | 588.83m
Salvador | Lat: -26.282513, Lon: -69.596941 | 2341.31m
Samarco | Lat: -20.201033, Lon: -43.492202 | 1029.08m
San Bartolome | Lat: -19.631651, Lon: -65.735498 | 3521.96m
San Ciprian Refinery | Lat: 43.696782, Lon: -7.471175 | -143.68m
San Juan de Nieva | Lat: 43.591032, Lon: -5.931146 | -2180.0m
San Miguel | Lat: 28.687363, Lon: -98.476217 | 121.64m
San Vicente | Lat: -21.268716, Lon: -66.317048 | 4520.55m
Sandstone | Lat: -28.068067, Lon: 119.233660 | 516.0m
Santo Domingo | Lat: -26.467385, Lon: -70.007462 | 1204.31m
Sao Francisco | Lat: -14.848273, Lon: -59.652968 | 218.49m
Sao Luis Iron Ore Pellet Operation | Lat: -2.565522, Lon: -44.345464 | 29.73m
Sasol Sigma | Lat: -26.942045, Lon: 27.729615 | 1458.4m
Satui | Lat: -3.731742, Lon: 115.315515 | -8.0m
Savuka | Lat: -26.422493, Lon: 27.403073 | 1630.74m
Sebree | Lat: 37.658715, Lon: -87.502799 | 118.18m
Sebree - Onton Complex | Lat: 37.581975, Lon: -87.479920 | 116.51m
Selbaie | Lat: 49.807637, Lon: -78.949190 | 180.55m
Senakin | Lat: -2.933462, Lon: 116.267189 | 3.34m
Serra Azul | Lat: -20.133533, Lon: -44.398857 | 1050.37m
Serra Leste | Lat: -5.970481, Lon: -49.628772 | 503.72m
Serra Norte | Lat: -6.077085, Lon: -50.141686 | 639.12m
Serra Sul | Lat: -6.392125, Lon: -50.310671 | 697.34m
Seruyung | Lat: 3.897877, Lon: 117.229873 | 145.82m
Sestao steel plant | Lat: 43.320101, Lon: -2.995305 | 10.03m
Shahta No. 12 | Lat: 54.005608, Lon: 86.691037 | 335.63m
Shatyrkul | Lat: 43.616634, Lon: 74.262200 | 923.91m
Shengli Mines | Lat: 43.983227, Lon: 116.015218 | 955.79m
Shestaki | Lat: 54.336726, Lon: 86.103979 | 225.75m
Shila-Paula | Lat: -15.347198, Lon: -72.123243 | 4629.59m
Shoemaker | Lat: 39.985616, Lon: -80.655665 | 360.99m
Shondoni | Lat: -26.467015, Lon: 29.056645 | 1627.08m
Shuiyindong | Lat: 25.384686, Lon: 105.628977 | 1738.46m
Siana | Lat: 9.539296, Lon: 125.578096 | 26.31m
Sibenergougol | Lat: 53.590942, Lon: 86.889991 | 325.25m
Sibirginsky | Lat: 53.616066, Lon: 87.831303 | 394.28m
Sierra Gorda | Lat: -22.877928, Lon: -69.360802 | 1557.6m
Siguiri | Lat: 11.556830, Lon: -9.353169 | 335.14m
Sinclair | Lat: -28.360595, Lon: 120.858031 | 419.47m
Sino Iron | Lat: -21.080694, Lon: 116.154655 | 40.35m
Sissingue | Lat: 10.431850, Lon: -6.183114 | 317.75m
Sohar | Lat: 24.415896, Lon: 56.547601 | 69.17m
Somerville | Lat: 38.290179, Lon: -87.366924 | 151.53m
Soral | Lat: 59.866788, Lon: 5.771189 | 38.6m
Sossego | Lat: -6.411722, Lon: -50.050100 | 217.65m
South Kalgoorlie | Lat: -31.038630, Lon: 121.615260 | 348.11m
Southern Cross | Lat: -30.966008, Lon: 119.138881 | 369.73m
Southern Iron | Lat: -29.586333, Lon: 135.368022 | 188.79m
Southstock | Lat: -26.159182, Lon: 29.146084 | 1593.34m
Spinifex Ridge | Lat: -20.885489, Lon: 120.086673 | 196.85m
Spitzkop | Lat: -26.357936, Lon: 29.971442 | 1793.14m
Springvale | Lat: -33.404527, Lon: 150.106674 | 905.33m
Steelton | Lat: 40.232756, Lon: -76.835519 | 97.18m
Stratford Duralie | Lat: -32.302849, Lon: 151.941229 | 78.85m
SUEK Kemerovo | Lat: 54.224819, Lon: 87.031373 | 265.49m
SUEK Krasnoyarsk | Lat: 55.680762, Lon: 89.192267 | 226.07m
Sukari | Lat: 24.944877, Lon: 34.714919 | 326.07m
Sycamore and Imperial | Lat: 39.016256, Lon: -80.227578 | 491.78m
Syferfontein | Lat: -26.409145, Lon: 29.203956 | 1600.85m
Taca Taca | Lat: -24.588904, Lon: -67.749557 | 3468.69m
Taganito | Lat: 9.535918, Lon: 125.817576 | -32.0m
Taganito HPAL Nickel Corporation | Lat: 9.540178, Lon: 125.813480 | -33.0m
Tahmoor | Lat: -34.249926, Lon: 150.578386 | 289.39m
Taldybulak Levoberezhny | Lat: 42.683338, Lon: 75.667436 | 2117.83m
Tallering Peak | Lat: -28.113349, Lon: 115.600329 | 285.99m
Tambomayo | Lat: -15.469231, Lon: -71.915542 | 4762.47m
Tanami | Lat: -20.544167, Lon: 130.334371 | 349.74m
Tanjung Enim | Lat: -3.732900, Lon: 103.777511 | 217.65m
Tasiast | Lat: 20.550151, Lon: -15.510972 | 143.42m
Tau Lekoa | Lat: -26.998154, Lon: 26.616409 | 1302.93m
TauTona | Lat: -26.415384, Lon: 27.430630 | 1658.96m
Tayan | Lat: -0.060504, Lon: 110.141292 | 13.99m
Teguh Sinarabadi and Firman Ketaun Perkasa | Lat: -0.381371, Lon: 115.792924 | 5.28m
Thabazimbi | Lat: -24.607378, Lon: 27.389527 | 1065.33m
Tia Maria | Lat: -17.013459, Lon: -71.768504 | 754.5m
Tiwai Point | Lat: -46.587576, Lon: 168.384756 | -72.0m
Tomago | Lat: -32.825168, Lon: 151.717989 | 37.87m
Tomusinsky | Lat: 53.635503, Lon: 87.867550 | 434.06m
Tongon | Lat: 9.937917, Lon: -5.705472 | 328.15m
Toquepala | Lat: -17.252819, Lon: -70.603973 | 3441.68m
Tres Valles | Lat: -31.722285, Lon: -71.009023 | 1030.67m
Tritton | Lat: -31.397238, Lon: 146.722368 | 273.62m
Tselentis | Lat: -26.264511, Lon: 30.029462 | 1736.33m
Tuhup | Lat: -0.412231, Lon: 114.856208 | 133.74m
Tulawaka | Lat: -3.203934, Lon: 31.529474 | 1206.19m
Tunnel Ridge Complex | Lat: 40.154834, Lon: -80.659026 | 296.28m
Tusky | Lat: 40.324368, Lon: -81.491137 | 275.64m
Tuticorin | Lat: 8.821015, Lon: 78.080212 | 92.31m
Tweefontein | Lat: -26.037662, Lon: 29.167777 | 1529.45m
Twin Creeks Operation | Lat: 41.219959, Lon: -117.168068 | 1829.28m
Twistdraai Thubelisha | Lat: -26.462332, Lon: 29.288249 | 1633.54m
Two Rivers | Lat: -24.935207, Lon: 30.104568 | 1109.7m
Ubuntu | Lat: -26.193602, Lon: 28.863406 | 1545.84m
Ulan | Lat: -32.277841, Lon: 149.772768 | 428.58m
United | Lat: -32.548362, Lon: 150.998348 | 269.49m
Unki | Lat: -19.622660, Lon: 30.094857 | 991.12m
V.I. Lenina | Lat: 53.702332, Lon: 88.073219 | 330.08m
Vale Oman Pellet Operation | Lat: 24.506393, Lon: 56.591348 | -151.0m
Vale Tubarao | Lat: -20.286303, Lon: -40.239407 | 8.87m
Valesul | Lat: -22.899441, Lon: -43.651437 | 11.48m
Vargem Grande | Lat: -20.090949, Lon: -43.944833 | 1182.54m
Vergenoeg | Lat: -25.256941, Lon: 28.584204 | 1076.37m
Viking | Lat: 38.666839, Lon: -86.998704 | 148.96m
Vindex | Lat: 37.797612, Lon: -79.768902 | 758.08m
Vinogradovsky | Lat: 54.396442, Lon: 86.827261 | 255.95m
Viper | Lat: 39.971954, Lon: -89.530106 | 180.61m
Wagerup Alumina Refinery | Lat: -32.904829, Lon: 115.919221 | 85.25m
Wahana Baratama | Lat: -3.725395, Lon: 115.309852 | -9.0m
Waihi | Lat: -37.386548, Lon: 175.842042 | -0.26m
Wambo | Lat: -32.580517, Lon: 151.010544 | 280.72m
Warrick Aluminium Smelter | Lat: 37.919205, Lon: -87.330532 | 116.97m
Warrior Complex | Lat: 37.383893, Lon: -87.611866 | 126.64m
Watagan | Lat: -32.467428, Lon: 151.081838 | 75.74m
Wells | Lat: 37.939243, Lon: -81.683205 | 486.59m
Werris Creek | Lat: -31.385378, Lon: 150.633356 | 432.35m
West Wallsend | Lat: -32.936918, Lon: 151.577009 | 8.88m
Western Allegheny | Lat: 40.520192, Lon: -79.321048 | 380.32m
Westside | Lat: -32.948080, Lon: 151.573550 | 5.14m
Wharf | Lat: 44.347103, Lon: -103.845811 | 1918.24m
Whim Creek | Lat: -20.837897, Lon: 117.833916 | 79.16m
Wild Boar | Lat: 38.178449, Lon: -87.279735 | 145.5m
Wildcat Hills/Cottage Grove | Lat: 37.765394, Lon: -88.383315 | 133.2m
Wilpinjong | Lat: -32.319412, Lon: 149.865463 | 382.2m
Wiluna | Lat: -26.629213, Lon: 120.255726 | 550.67m
Wodgina | Lat: -21.176001, Lon: 118.677108 | 209.25m
Worsley | Lat: -33.241397, Lon: 116.074663 | 287.35m
Yabulu | Lat: -19.205011, Lon: 146.612390 | 13.69m
Yandi | Lat: -22.767476, Lon: 119.202604 | 789.14m
Yatela | Lat: 14.084742, Lon: -11.754168 | 20.58m
Yilgarn Project | Lat: -30.459828, Lon: 119.992439 | 468.81m
Yuzhkuzbassugol | Lat: 53.417053, Lon: 87.354187 | 247.65m
Yuzhnaya | Lat: 55.600266, Lon: 86.095390 | 226.37m
Zafranal | Lat: -16.045942, Lon: -72.246918 | 2676.66m
Zaldivar | Lat: -24.201034, Lon: -69.064661 | 3297.85m
Zaragoza steel plant | Lat: 41.569458, Lon: -0.855299 | 525.83m
Zenica steel plant | Lat: 44.230103, Lon: 17.899108 | 309.38m
Zibulo | Lat: -26.200061, Lon: 29.017396 | 1619.99m
Zincor | Lat: -26.313343, Lon: 28.479646 | 1589.21m
Zinkgruvan | Lat: 58.816437, Lon: 15.103457 | 99.0m
